Suburb,Address,Bedroom,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Brunswick,141 Gold St,2,h,845500.0,S,Nelson,07-05-2016,5.2,3056,2,1,1,179.0,90.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,143 Gold St,2,h,860000.0,S,Nelson,07-05-2016,5.2,3056,2,1,1,181.0,106.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,3/4 Mitchell St,2,t,605000.0,PI,Jellis,07-05-2016,5.2,3056,2,1,1,278.5,78.0,2009,Moreland,Northern Metropolitan,11918
Brunswick,13 Percy St,3,h,1055000.0,S,Nelson,07-05-2016,5.2,3056,3,1,1,324.0,106.0,1930,Moreland,Northern Metropolitan,11918
Brunswick,82 Rose St,3,h,971226.0,S,Nelson,07-05-2016,5.2,3056,3,1,1,402.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,9/33 Staley St,2,u,445000.0,S,Walshe,07-05-2016,5.2,3056,2,1,1,278.5,61.0,1975,Moreland,Northern Metropolitan,11918
Brunswick,1/263 Albion St,2,u,659500.0,S,Walshe,07-11-2016,5.2,3056,2,1,1,100.0,85.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,6/153 Barkly St,2,u,600000.0,S,Nelson,07-11-2016,5.2,3056,2,1,1,278.5,75.0,2011,Moreland,Northern Metropolitan,11918
Brunswick,21/10 Breese St,3,u,627000.0,S,Nelson,07-11-2016,5.2,3056,3,2,2,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,79 Hope St,4,h,1450000.0,S,Jellis,07-11-2016,5.2,3056,4,2,2,323.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,2 Sheffield St,3,h,990000.0,S,Nelson,07-11-2016,5.2,3056,3,1,2,410.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,129 Albion St,4,h,1115000.0,PI,Jellis,08-10-2016,5.2,3056,4,1,0,264.0,139.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,57 Collier Cr,3,h,981000.0,S,Ray,08-10-2016,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,39 Eveline St,3,h,1125000.0,S,Jellis,08-10-2016,5.2,3056,3,1,1,278.0,91.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,33 Lyle St,2,h,971226.0,S,Nelson,08-10-2016,5.2,3056,2,1,1,133.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,28 Osborne St,3,h,855000.0,S,Nelson,08-10-2016,5.2,3056,3,1,1,229.0,97.0,1930,Moreland,Northern Metropolitan,11918
Brunswick,78 Stewart St,3,h,910000.0,S,Jellis,08-10-2016,5.2,3056,2,1,1,215.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,102/747 Sydney Rd,2,u,430000.0,PI,Walshe,08-10-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,16 Thistle St,3,t,940000.0,S,Ray,08-10-2016,5.2,3056,3,2,1,186.0,140.0,2016,Moreland,Northern Metropolitan,11918
Brunswick,28 Blair St,2,h,1100000.0,S,Nelson,10-09-2016,5.2,3056,2,1,0,153.0,106.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,3/38 Charles St,2,t,750000.0,PI,Nelson,10-09-2016,5.2,3056,2,2,1,118.0,88.0,2013,Moreland,Northern Metropolitan,11918
Brunswick,73 Davies St,2,h,1056000.0,S,Nelson,10-09-2016,5.2,3056,2,1,1,315.0,108.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,10 Dunstan Av,3,h,1045000.0,S,Jellis,10-09-2016,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,7/117 Albion St,2,t,620000.0,S,Harrington,10-12-2016,5.2,3056,2,2,1,72.0,2.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,1/170 Albion St,2,u,605000.0,S,McGrath,10-12-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,3/5 Evans St,3,u,880000.0,S,Dingle,10-12-2016,5.2,3056,3,2,1,122.0,152.0,2000,Moreland,Northern Metropolitan,11918
Brunswick,314/1 Lygon St,1,u,971226.0,W,Ray,10-12-2016,5.2,3056,1,1,0,1674.0,50.0,2013,Moreland,Northern Metropolitan,11918
Brunswick,5 MacKenzie St,3,h,1222500.0,S,Nelson,10-12-2016,5.2,3056,3,1,0,331.0,126.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,6 Murdock St,3,h,971226.0,SN,Walshe,10-12-2016,5.2,3056,3,1,0,262.0,98.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,3A Austin Tce,3,h,810000.0,PI,Rendina,11-02-2017,5.2,3056,3,2,3,177.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,20/195 Brunswick Rd,2,u,764000.0,S,Woodards,11-02-2017,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,61 Evans St,2,h,1105000.0,S,Nelson,11-02-2017,5.2,3056,2,1,1,147.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,136 Hope St,2,h,1260000.0,S,Jellis,11-02-2017,5.2,3056,2,1,1,385.0,106.0,1925,Moreland,Northern Metropolitan,11918
Brunswick,87 Hope St,3,t,955000.0,S,Nelson,11-02-2017,5.2,3056,3,2,2,327.0,110.0,2007,Moreland,Northern Metropolitan,11918
Brunswick,94 Lydia St,1,t,895000.0,S,Nelson,11-02-2017,5.2,3056,1,1,0,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,443 Albert St,2,h,1094000.0,S,Nelson,11-03-2017,5.2,3056,2,1,2,301.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,391 Brunswick Rd,3,h,1135000.0,S,Barry,11-03-2017,5.2,3056,3,1,1,438.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,332 Albion St,2,h,792000.0,S,Nelson,12-11-2016,5.2,3056,2,1,1,149.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,2/76 Brunswick Rd,1,u,971226.0,SN,Barry,12-11-2016,5.2,3056,1,1,1,278.5,45.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,20 Collier Cr,2,h,906500.0,SP,Woodards,12-11-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,1/32 Donald St,2,u,587000.0,SP,Jellis,12-11-2016,5.2,3056,2,1,1,114.0,65.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,98 Evans St,3,h,1060000.0,S,Nelson,12-11-2016,5.2,3056,3,1,0,257.0,121.0,1935,Moreland,Northern Metropolitan,11918
Brunswick,144A Glenlyon Rd,2,h,840000.0,S,Jellis,12-11-2016,5.2,3056,2,1,1,186.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,302/10 Pottery Ct,2,u,450000.0,PI,Hodges,12-11-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,246 Victoria St,2,h,890000.0,S,Jellis,12-11-2016,5.2,3056,2,1,1,199.0,93.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,190 Barkly St,4,h,1358000.0,S,Nelson,13-08-2016,5.2,3056,4,1,1,416.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,7 Barrow St,3,h,840000.0,VB,Brad,13-08-2016,5.2,3056,2,1,0,209.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,316 Brunswick Rd,3,h,971226.0,S,Holland,13-08-2016,5.2,3056,3,2,1,200.0,151.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,2/12 Jones St,2,t,685000.0,SP,Jellis,13-08-2016,5.2,3056,2,2,1,278.5,100.0,2002,Moreland,Northern Metropolitan,11918
Brunswick,6/837 Park St,2,u,600000.0,S,Woodards,13-08-2016,5.2,3056,2,1,1,768.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,1/259 Sydney Rd,3,u,940000.0,SP,Galldon,13-08-2016,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,74 Davies St,3,h,905000.0,S,Nelson,14-05-2016,5.2,3056,3,1,1,314.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,14 Murdock St,3,h,976000.0,S,Jellis,14-05-2016,5.2,3056,3,2,1,240.0,162.0,2005,Moreland,Northern Metropolitan,11918
Brunswick,8/2 Pottery Ct,3,t,641000.0,SP,RW,14-05-2016,5.2,3056,3,2,1,278.5,112.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,157 Albion St,2,h,770000.0,S,Nelson,15-10-2016,5.2,3056,2,1,0,152.0,87.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,6/305 Albion St,1,u,279500.0,S,Walshe,15-10-2016,5.2,3056,1,1,1,278.5,51.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,177 Barkly St,4,h,1800000.0,VB,Nelson,15-10-2016,5.2,3056,4,2,3,271.0,180.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,1 Bruce St,4,h,971226.0,PI,Jellis,15-10-2016,5.2,3056,4,2,2,478.0,122.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,30 Charles St,4,h,1350000.0,S,Nelson,15-10-2016,5.2,3056,4,1,1,370.0,151.0,1940,Moreland,Northern Metropolitan,11918
Brunswick,113 Glenlyon Rd,4,h,1320000.0,S,Nelson,15-10-2016,5.2,3056,4,2,1,281.0,156.0,1920,Moreland,Northern Metropolitan,11918
Brunswick,25 Merri St,4,h,971226.0,S,Nelson,15-10-2016,5.2,3056,4,2,1,202.0,202.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,56 Rose St,2,h,971226.0,SP,Woodards,15-10-2016,5.2,3056,2,1,1,203.0,102.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,311 Albion St,3,h,825000.0,S,Nelson,16-04-2016,5.2,3056,3,1,1,210.0,130.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,46 Cassels Rd,2,h,860000.0,S,Nelson,16-04-2016,5.2,3056,3,1,2,352.0,106.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,50 Davies St,2,h,830000.0,S,Nelson,16-04-2016,5.2,3056,2,1,1,319.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,58 Donald St,2,h,936000.0,S,Nelson,16-04-2016,5.2,3056,2,1,2,200.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,175 Edward St,3,h,1261000.0,S,Nelson,16-04-2016,5.2,3056,2,1,1,216.0,100.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,84 Stewart St,3,h,1045000.0,S,Jellis,16-04-2016,5.2,3056,3,1,2,222.0,105.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,215/1 Dods St,3,u,1044000.0,S,Jellis,16-07-2016,5.2,3056,3,1,1,278.5,85.0,2000,Moreland,Northern Metropolitan,11918
Brunswick,264 Moreland Rd,2,h,971226.0,PI,Brad,16-07-2016,5.2,3056,2,1,1,466.0,70.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,27 Union St,4,h,971226.0,S,Nelson,16-07-2016,5.2,3056,3,1,1,161.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,154 Brunswick Rd,3,h,1050000.0,SP,Nelson,17-09-2016,5.2,3056,3,1,1,239.0,126.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,2 Chambers St,3,h,1691500.0,S,Nelson,17-09-2016,5.2,3056,3,2,3,470.0,152.0,1920,Moreland,Northern Metropolitan,11918
Brunswick,54 Davies St,2,h,1075000.0,PI,Jellis,17-09-2016,5.2,3056,2,1,0,311.0,108.0,1930,Moreland,Northern Metropolitan,11918
Brunswick,2/1 Sturrock St,2,u,620000.0,S,Brad,17-09-2016,5.2,3056,2,1,1,135.0,106.0,1975,Moreland,Northern Metropolitan,11918
Brunswick,23/10 Breese St,2,u,501000.0,S,Nelson,18-03-2017,5.2,3056,2,1,1,1140.0,80.0,2010,Moreland,Northern Metropolitan,11918
Brunswick,393A Brunswick Rd,3,h,1260000.0,S,Rendina,18-03-2017,5.2,3056,3,1,6,563.0,98.0,1960,Moreland,Northern Metropolitan,11918
Brunswick,17 Dunstan Av,3,h,1276000.0,SP,Nelson,18-03-2017,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,52 Evans St,3,h,1650000.0,S,Nelson,18-03-2017,5.2,3056,3,1,2,495.0,141.0,1920,Moreland,Northern Metropolitan,11918
Brunswick,2 Horne St,4,h,971226.0,S,Jellis,18-03-2017,5.2,3056,4,2,1,351.0,150.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,32 Laura St,2,h,1060000.0,S,Nelson,18-03-2017,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,8/705 Park St,2,u,601000.0,S,Brad,18-03-2017,5.2,3056,2,1,1,278.5,57.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,32 Rose St,1,h,800000.0,PI,Walshe,18-03-2017,5.2,3056,1,1,4,330.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,17 Sutherland St,2,h,1015000.0,S,Nelson,18-03-2017,5.2,3056,2,1,0,453.0,86.0,1920,Moreland,Northern Metropolitan,11918
Brunswick,133 Weston St,3,h,1410000.0,S,Raine,18-03-2017,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,3 Ballarat St,1,t,625000.0,PI,Jellis,18-06-2016,5.2,3056,1,1,1,82.0,114.0,1930,Moreland,Northern Metropolitan,11918
Brunswick,5 Black St,3,h,1700000.0,S,Collins,18-06-2016,5.2,3056,3,2,1,278.5,195.0,1945,Moreland,Northern Metropolitan,11918
Brunswick,77 Brickworks Dr,3,t,815000.0,S,Nelson,18-06-2016,5.2,3056,3,2,1,99.0,142.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,11/68 De Carle St,2,u,435000.0,SP,Jellis,18-06-2016,5.2,3056,2,1,1,278.5,57.0,1973,Moreland,Northern Metropolitan,11918
Brunswick,68 Henkel St,2,h,890000.0,S,Jellis,18-06-2016,5.2,3056,2,1,1,259.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,144 Union St,3,h,1815000.0,S,Nelson,18-06-2016,5.2,3056,3,1,3,612.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,222 Barkly St,5,h,2500000.0,S,Jellis,19-11-2016,5.2,3056,5,2,2,555.0,266.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,105 Dawson St,2,h,860000.0,PI,Jellis,19-11-2016,5.2,3056,2,1,1,298.0,88.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,10/66 De Carle St,2,u,491000.0,S,Jellis,19-11-2016,5.2,3056,2,1,1,1080.0,66.0,1960,Moreland,Northern Metropolitan,11918
Brunswick,132 Gold St,3,h,971226.0,PN,Grantham,19-11-2016,5.2,3056,3,1,1,182.0,104.0,1880,Moreland,Northern Metropolitan,11918
Brunswick,64 Henkel St,3,h,990000.0,S,Nelson,19-11-2016,5.2,3056,3,2,1,194.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,15/11 Aberdeen St,2,u,350000.0,S,hockingstuart,22-05-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,35 Charles St,2,h,871000.0,S,Jellis,22-05-2016,5.2,3056,2,1,1,215.0,106.0,1880,Moreland,Northern Metropolitan,11918
Brunswick,5 Hanover St,3,h,985000.0,S,Jellis,22-05-2016,5.2,3056,3,1,2,384.0,89.0,1940,Moreland,Northern Metropolitan,11918
Brunswick,64 Hanover St,3,h,1250000.0,S,Ray,22-05-2016,5.2,3056,3,1,1,483.0,162.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,1/21 Jones St,2,h,542000.0,S,Raine,22-05-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,8/2 Pottery Ct,3,t,641000.0,SP,RW,22-05-2016,5.2,3056,3,2,1,278.5,112.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,131 Tinning St,5,h,1395000.0,S,Nelson,22-05-2016,5.2,3056,4,2,2,391.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,5/133 Wilson St,2,h,971226.0,PI,hockingstuart,22-05-2016,5.2,3056,3,2,1,278.5,106.0,1940,Moreland,Northern Metropolitan,11918
Brunswick,2/10 Breese St,2,u,520000.0,VB,Nelson,22-08-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,58 Cassels Rd,3,h,860000.0,S,Ray,22-08-2016,5.2,3056,3,1,1,184.0,104.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,2/825 Park St,1,u,440000.0,S,Nelson,22-08-2016,5.2,3056,1,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,26 Talbot St,2,h,860000.0,SP,Jellis,22-08-2016,5.2,3056,2,1,0,153.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,24 Amelia St,3,t,795000.0,S,RT,23-04-2016,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,92 Brunswick Rd,3,h,971226.0,SP,Nelson,23-04-2016,5.2,3056,3,1,1,218.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,20 Luscombe St,2,t,815000.0,S,Nelson,23-04-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,4 McPherson St,3,h,835000.0,PI,Jellis,23-04-2016,5.2,3056,3,1,0,302.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,35 Percy St,2,h,705000.0,S,Chambers,23-04-2016,5.2,3056,2,1,1,161.0,68.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,30 Thistle St,3,h,1050000.0,PI,Collins,23-04-2016,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,94 Wilson St,2,h,800000.0,S,Biggin,23-04-2016,5.2,3056,2,1,0,137.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,107/201 Albert St,1,u,971226.0,SN,Pagan,24-09-2016,5.2,3056,1,1,1,4676.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,3/269 Albion St,2,u,971226.0,PN,Walshe,24-09-2016,5.2,3056,2,1,1,278.5,106.0,1960,Moreland,Northern Metropolitan,11918
Brunswick,270 Albion St,3,h,880000.0,S,Nelson,24-09-2016,5.2,3056,3,1,1,264.0,117.0,1915,Moreland,Northern Metropolitan,11918
Brunswick,1 Davison St,3,h,1000000.0,S,Nelson,24-09-2016,5.2,3056,3,1,1,370.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,2/18 De Carle St,2,t,754000.0,S,Nelson,24-09-2016,5.2,3056,2,2,1,177.0,105.0,2000,Moreland,Northern Metropolitan,11918
Brunswick,9 Eveline St,3,h,971226.0,SN,Barry,24-09-2016,5.2,3056,3,2,0,276.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,17 Goodman St,2,h,916000.0,S,Nelson,24-09-2016,5.2,3056,2,1,0,1328.0,106.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,5/6 Pottery Ct,2,u,590000.0,S,Woodards,24-09-2016,5.2,3056,2,1,1,278.5,74.0,2004,Moreland,Northern Metropolitan,11918
Brunswick,9/31 Staley St,2,u,971226.0,SP,Nelson,24-09-2016,5.2,3056,2,1,1,278.5,55.0,1960,Moreland,Northern Metropolitan,11918
Brunswick,2/6 Sydney Rd,2,u,575000.0,S,Nelson,24-09-2016,5.2,3056,2,1,1,278.5,66.0,1950,Moreland,Northern Metropolitan,11918
Brunswick,41 Eveline St,2,h,1020000.0,S,Jellis,25-02-2017,5.2,3056,2,1,1,279.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,28 Frederick St,3,h,1510000.0,S,Nelson,25-02-2017,5.2,3056,3,1,0,325.0,150.0,1920,Moreland,Northern Metropolitan,11918
Brunswick,3/30 Heller St,2,t,801000.0,S,Jellis,25-02-2017,5.2,3056,2,2,1,156.0,87.0,2007,Moreland,Northern Metropolitan,11918
Brunswick,32 Lobb St,3,t,820000.0,SP,Jellis,25-02-2017,5.2,3056,3,2,2,4668.0,126.0,2011,Moreland,Northern Metropolitan,11918
Brunswick,10/285 Brunswick Rd,1,u,370000.0,S,Jellis,26-07-2016,5.2,3056,1,1,1,540.0,45.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,5 Charles St,3,h,971226.0,SP,Nelson,26-07-2016,5.2,3056,2,1,0,179.0,106.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,4 Frederick St,3,h,1170000.0,S,Nelson,26-07-2016,5.2,3056,3,1,0,285.0,104.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,14 Goodman St,3,h,971226.0,S,Jellis,26-07-2016,5.2,3056,3,1,1,406.0,106.0,1930,Moreland,Northern Metropolitan,11918
Brunswick,4 Bell St,4,h,1790000.0,S,Ray,27-06-2016,5.2,3056,3,1,1,416.0,129.0,1920,Moreland,Northern Metropolitan,11918
Brunswick,2/123 Brunswick Rd,3,t,640000.0,PI,Walshe,27-06-2016,5.2,3056,3,2,1,110.0,118.0,2000,Moreland,Northern Metropolitan,11918
Brunswick,4 Bryant St,4,h,820000.0,VB,Nelson,27-06-2016,5.2,3056,3,1,0,416.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,36 Charles St,4,h,1875000.0,S,Jellis,27-06-2016,5.2,3056,4,2,2,657.0,207.0,1958,Moreland,Northern Metropolitan,11918
Brunswick,7 Garnet St,3,h,1053000.0,S,Ray,27-06-2016,5.2,3056,3,1,1,343.0,1041.0,1925,Moreland,Northern Metropolitan,11918
Brunswick,116 Glenlyon Rd,4,h,971226.0,SP,hockingstuart,27-06-2016,5.2,3056,4,1,2,343.0,152.0,1905,Moreland,Northern Metropolitan,11918
Brunswick,144 Tinning St,2,t,800000.0,S,Ray,27-06-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,11 William St,3,t,705000.0,PI,Nelson,27-06-2016,5.2,3056,2,1,1,55.0,111.0,2012,Moreland,Northern Metropolitan,11918
Brunswick,10/150 Brunswick Rd,1,u,240000.0,PI,Hodges,27-11-2016,5.2,3056,1,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,329 Brunswick Rd,4,h,1175000.0,PI,Jellis,27-11-2016,5.2,3056,4,1,2,319.0,1.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,13 Collier Cr,3,h,971226.0,SP,Woodards,27-11-2016,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,9a Downs St,4,h,1150000.0,PI,Jellis,27-11-2016,5.2,3056,4,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,152 Edward St,3,h,971226.0,S,Jellis,27-11-2016,5.2,3056,3,1,1,338.0,143.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,7 Hall St,4,h,1217000.0,S,Walshe,27-11-2016,5.2,3056,4,1,0,363.0,127.0,1920,Moreland,Northern Metropolitan,11918
Brunswick,7 Louisa St,3,h,1020000.0,SP,Jellis,27-11-2016,5.2,3056,3,1,3,308.0,119.0,1943,Moreland,Northern Metropolitan,11918
Brunswick,7 Rope Wk,3,t,855000.0,S,Nelson,27-11-2016,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,302/34 Union St,2,u,1180000.0,PI,Jellis,27-11-2016,5.2,3056,2,1,1,278.5,106.0,2010,Moreland,Northern Metropolitan,11918
Brunswick,26 Warburton St,3,h,1340000.0,S,Nelson,27-11-2016,5.2,3056,3,1,1,316.0,132.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,35 Amelia St,3,t,822000.0,SP,Nelson,28-05-2016,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,11 Denman St,4,h,1410000.0,PI,Jellis,28-05-2016,5.2,3056,4,2,1,460.0,214.0,1916,Moreland,Northern Metropolitan,11918
Brunswick,19 Horne St,3,h,1550000.0,S,Nelson,28-05-2016,5.2,3056,3,1,1,346.0,126.0,1900,Moreland,Northern Metropolitan,11918
Brunswick,30 Lobb St,3,h,740000.0,PI,Nelson,28-05-2016,5.2,3056,3,2,1,4676.0,122.0,2010,Moreland,Northern Metropolitan,11918
Brunswick,60 Rose St,3,h,947000.0,S,Woodards,28-05-2016,5.2,3056,3,1,2,996.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,2/22 Saxon St,2,u,592500.0,S,Nelson,28-05-2016,5.2,3056,2,1,2,278.5,89.0,2002,Moreland,Northern Metropolitan,11918
Brunswick,38 Stewart St,3,h,1317000.0,S,Nelson,28-05-2016,5.2,3056,3,1,1,480.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,11/6 Sydney Rd,1,u,370000.0,S,Nelson,28-05-2016,5.2,3056,1,1,1,278.5,54.0,1965,Moreland,Northern Metropolitan,11918
Brunswick,46 Tinning St,2,h,765000.0,S,Nelson,28-05-2016,5.2,3056,2,1,1,199.0,120.0,1880,Moreland,Northern Metropolitan,11918
Brunswick,30/108 Union St,2,u,410000.0,VB,Jellis,28-05-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,4/33 Austral Av,2,h,465000.0,S,Nelson,28-08-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,58a Cassels Rd,2,t,810000.0,S,Ray,28-08-2016,5.2,3056,2,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,10 Cliff St,1,h,772000.0,SP,Collins,28-08-2016,5.2,3056,1,1,1,147.0,82.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,69 Glenlyon Rd,3,h,1210000.0,S,Nelson,28-08-2016,5.2,3056,3,2,1,280.0,130.0,1890,Moreland,Northern Metropolitan,11918
Brunswick,25 Gray St,4,h,1755000.0,S,Jellis,28-08-2016,5.2,3056,4,2,1,354.0,199.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,6/11 Merrifield St,3,u,691500.0,S,Walshe,28-08-2016,5.2,3056,3,1,1,278.5,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,30 Mountfield St,2,h,1073000.0,S,Jellis,28-08-2016,5.2,3056,2,1,1,182.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,109 Stewart St,3,h,1080000.0,S,Nelson,28-08-2016,5.2,3056,3,2,1,316.0,106.0,1970,Moreland,Northern Metropolitan,11918
Brunswick,411 Barkly St,2,h,945000.0,S,Jellis,30-07-2016,5.2,3056,2,1,2,246.0,103.0,1910,Moreland,Northern Metropolitan,11918
Brunswick,4 Sheffield St,4,h,971226.0,S,Ray,30-07-2016,5.2,3056,4,2,1,421.0,149.0,1930,Moreland,Northern Metropolitan,11918
Brunswick,52 Talbot St,2,h,755000.0,S,Nelson,30-07-2016,5.2,3056,2,1,1,159.0,157.0,1930,Moreland,Northern Metropolitan,11918
Brunswick West,8/7 Passfield St,2,u,521500.0,S,Peter,03-09-2016,5.9,3055,2,1,1,437.5,69.0,1960,Moreland,Northern Metropolitan,7082
